7020999.1,-1393251.1,5459.1779,1889.9796,6409.0502,4536.9642
7148224.520926916,-873934.5253179204,369623.5667036277,1276.696150766031,6507.266645313174,4520.746004776457
7226352.051235074,-348600.7559049036,731252.5013914941,669.1068971109642,6559.035642958668,4474.160049693146
7256076.997655139,179083.6863134601,1087981.795725154,73.0203389192551,6566.113977235712,4399.164232504197
7238534.438034936,705618.2249998228,1437617.605740853,-506.4408692703708,6530.85211380497,4298.022944839528
7175241.464889306,1227710.427021875,1778157.001250254,-1064.898459250436,6456.056583916768,4173.206725351043
7068036.381231304,1742307.161863471,2107800.710565098,-1598.736758157447,6344.85434429073,4027.298676697467
6919017.845138066,2246615.201032334,2424958.763857134,-2105.086956635884,6200.566676758349,3862.911871953725
6730486.389486827,2738112.248693883,2728250.028690344,-2581.785040228783,6026.597819727574,3682.620215753648
6504890.118904636,3214549.718799366,3016496.764861562,-3027.311167537964,5826.341242915125,3488.903666623181
6244775.779831733,3673948.726901459,3288715.346621913,-3440.717693814367,5603.104528575834,3284.107495351964
5952745.861368846,4114590.778944958,3544104.237080208,-3821.551980425943,5360.052326419333,3070.414391091613
5631421.94156424,4535004.552319807,3782030.181205422,-4169.778857806506,5100.165826401424,2849.82771111947
5283414.154831732,4933950.012873234,4002013.436109406,-4485.706320255549,4826.216597622403,2624.163944013419
4911296.416887939,5310400.926586383,4203712.700592085,-4769.916856388376,4540.752391190177,2395.052446728268
4517586.891528822,5663526.630305852,4386910.254780787,-5023.205830132263,4246.092507980366,2163.940652106337
4104733.102557926,5992673.739101469,4551497.684211819,-5246.527548654684,3944.330502352978,1932.103163204666
3675101.067423334,6297348.298921151,4697462.445614649,-5440.949079021509,3637.342258130607,1700.653406963182
3230967.841128689,6577198.747567391,4824875.435452996,-5607.611480270967,3326.797778988367,1470.556778821422
2774516.896605997,6831999.92626645,4933879.646270045,-5747.697869608592,3014.175344037341,1242.644450879407
2307835.82050342,7061638.287428526,5024679.938109531,-5862.407607110956,2700.776967092003,1017.627227695297
1832915.863373596,7266098.36934484,5097533.910152714,-5952.935832066754,2387.74435204165,796.1090113344021
1351652.94494473,7445450.552572404,5152743.828471285,-6020.457590053434,2076.074751751569,578.5995808821834
